Cell_Type,Cell_Type_Full,Cell_Type_Alternate,Marker,Alternate_Name,Source,Species,Tissue_Type,Details,Notes
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_2,TMSB10,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_1,TMSB4X,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_2,TMSB4X,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_3,TNFRSF4,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_3,TOB1,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells,TRAC,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_1,TRAC,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_2,TRAC,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_1,TSHZ2,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells,ANXA1,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_2,C1orf162,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_1,CCL5,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_3,CCL5,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells,CD8A,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_1,CD8A,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_2,CD8A,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_3,CD8A,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells,CD8B,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_1,CD8B,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_2,CD8B,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_3,CD8B,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_2,CTSW,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_1,DUSP2,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_2,GATA3,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_3,HOPX,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells,IL7R,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_1,IL7R,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_2,IL7R,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_3,IL7R,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_2,INPP4B,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_1,ITGB1,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_3,KLRB1,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_3,KLRD1,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells,KRT1,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_2,KRT1,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells,LDHB,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_1,LINC01871,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells,LINC02446,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_3,LINC02446,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_2,LTB,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_1,LYAR,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells,NELL2,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_1,NELL2,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_3,SCML4,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_1,SELL,CD62L,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells,TRAC,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_3,TRAC,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells,YBX3,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TCM_CD8,CD4_Central_Memory_T_Cells,CD8_Central_Memory_T_Cells_2,YBX3,NA,Azimuth,Human,NA,CL_0000909,Human PBMCs reference
TEM,Effector_Memory_T_Cells,TEM/Effector_Helper_T_Cells,AQP3,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus, Upper airway",CL:0000905,"CD4+ helper T lymphocytes mainly localized in lymphoid and peripheral tissues and presenting an immediate, but not sustained, immune defense"
TEM,Effector_Memory_T_Cells,TEM/Effector_Helper_T_Cells_Pd1+,CD4,NA,CellTypist,Human,Thymus,CL:0000905,CD4+ helper T lymphocyte subpopulation in the thymus which features the expression of programmed cell death protein 1 (PD-1)
TEM,Effector_Memory_T_Cells,TEM/Effector_Helper_T_Cells_Pd1+,CTLA4,NA,CellTypist,Human,Thymus,CL:0000905,CD4+ helper T lymphocyte subpopulation in the thymus which features the expression of programmed cell death protein 1 (PD-1)
TEM,Effector_Memory_T_Cells,TEM/Effector_Helper_T_Cells,ITGB1,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus, Upper airway",CL:0000905,"CD4+ helper T lymphocytes mainly localized in lymphoid and peripheral tissues and presenting an immediate, but not sustained, immune defense"
TEM,Effector_Memory_T_Cells,TEM/Effector_Helper_T_Cells,KLRB1,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus, Upper airway",CL:0000905,"CD4+ helper T lymphocytes mainly localized in lymphoid and peripheral tissues and presenting an immediate, but not sustained, immune defense"
TEM,Effector_Memory_T_Cells,TEM/Effector_Helper_T_Cells_Pd1+,PDCD1,CD279,CellTypist,Human,Thymus,CL:0000905,CD4+ helper T lymphocyte subpopulation in the thymus which features the expression of programmed cell death protein 1 (PD-1)
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells,AQP3,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_3,AQP3,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_1,B2M,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells,CCL5,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_1,CCL5,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_3,CCL5,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_4,CCR9,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_4,CD244,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_2,CD3D,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4+_Effector_Memory_T_2,CD3E,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_2,CD3G,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_2,CD4,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_2,CD40LG,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_4,CD40LG,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_4,DPP4,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_1,DUSP2,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells,FYB1,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells,GZMA,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_1,GZMA,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells,GZMK,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_1,GZMK,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_2,GZMK,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_2,IFNG-AS1,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells,IL32,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_1,IL32,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_3,IL32,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells,IL7R,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_1,IL7R,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_3,IL7R,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_4,IL7R,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_3,ITGA4,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_1,ITGB1,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_4,KDF1,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells,KLRB1,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_1,KLRB1,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_3,KLRB1,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_4,KLRB1,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells,LTB,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_3,LTB,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_2,MALAT1,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_3,NOSIP,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_4,ODF2L,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_3,SERINC5,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_4,SLC4A4,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_1,SYNE2,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_2,TIGIT,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_4,TMIGD2,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells,TRAC,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_2,TRAC,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD4,CD4_Effector_Memory_T_Cells,CD4_Effector_Memory_T_Cells_3,TRAC,NA,Azimuth,Human,NA,CL_0001044,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells,CCL5,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_1,CCL5,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_2,CCL5,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_3,CCL5,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_2,CD160,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_4,CD2,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells,CD8A,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_1,CD8A,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_2,CD8A,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_3,CD8A,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_4,CD8A,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_5,CD8A,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_6,CD8A,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells,CD8B,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_1,CD8B,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_2,CD8B,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_3,CD8B,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_4,CD8B,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_5,CD8B,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_6,CD8B,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_2,CMC1,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells,CST7,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_1,CST7,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_2,CST7,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_1,DUSP2,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_6,DUSP2,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_4,FGFBP2,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_3,GNLY,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_4,GNLY,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_5,GNLY,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_4,GZMB,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_5,GZMB,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells,GZMH,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_2,GZMH,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_4,GZMH,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_5,GZMH,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells,GZMK,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_1,GZMK,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_3,GZMK,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_3,HOPX,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_6,IFNG-AS1,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_6,IKZF2,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_1,IL32,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_3,ITGB1,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_4,ITGB1,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_5,KLRC2,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_6,KLRC2,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells,KLRD1,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_2,KLRD1,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_3,KLRD1,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_4,KLRD1,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_2,KLRG1,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_6,NCR3,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells,NKG7,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_1,NKG7,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_3,NKG7,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_6,RTKN2,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
TEM_CD8,CD8_Effector_Memory_T_Cells,CD8_Effector_Memory_T_Cells_4,THEMIS,NA,Azimuth,Human,NA,CL_0001050,Human PBMCs reference
